Div. No.,Division Name,School No.,School Name,Low Grade,High Grade,Grade PK,Grade JK,Grade KG,Grade T1,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Grade PG,Total Full-Time,Part-time Students,Total
109,FALLS CHURCH CITY PUBLIC SCHOOLS,252,MARY ELLEN HENDERSON MIDDLE,6,8,,,,,,,,,,15,21,14,,,,,,50,,50
109,FALLS CHURCH CITY PUBLIC SCHOOLS,240,MT. DANIEL SCHOOL,KG,1,,,10,,12,,,,,,,,,,,,,22,,23
109,FALLS CHURCH CITY PUBLIC SCHOOLS,260,THOMAS JEFFERSON ELEM,2,5,,,,,,11,24,13,18,,,,,,,,,66,,66
30,FAUQUIER CO PBLC SCHS,854,AUBURN MIDDLE,6,8,,,,,,,,,,32,19,20,,,,,,71,,71
30,FAUQUIER CO PBLC SCHS,460,C. HUNTER RITCHIE ELEM,PK,5,13,,,,,14,,,,,,,,,,,,58,,59
30,FAUQUIER CO PBLC SCHS,730,C.M. BRADLEY ELEM,PK,5,,,16,,13,18,15,17,23,,,,,,,,,102,,102
30,FAUQUIER CO PBLC SCHS,520,CEDAR LEE MIDDLE,6,8,,,,,,,,,,77,86,71,,,,,,234,,234
30,FAUQUIER CO PBLC SCHS,120,CLAUDE THOMPSON ELEM,PK,5,,,20,,26,31,25,23,22,,,,,,,,,147,,147
30,FAUQUIER CO PBLC SCHS,701,FAUQUIER HIGH,9,12,,,,,,,,,,,,,73,46,56,30,,205,,205
30,FAUQUIER CO PBLC SCHS,450,GRACE MILLER ELEM,PK,5,10,,29,,21,19,37,17,27,,,,,,,,,160,,160
30,FAUQUIER CO PBLC SCHS,511,GREENVILLE ELEM,PK,5,,,,,,,16,,,,,,,,,,,53,,53
30,FAUQUIER CO PBLC SCHS,750,H.M. PEARSON ELEM,PK,5,,,24,,22,20,20,21,21,,,,,,,,,129,,129
30,FAUQUIER CO PBLC SCHS,853,JAMES G. BRUMFIELD ELEM,PK,5,11,,32,,37,28,22,26,26,,,,,,,,,182,,182
30,FAUQUIER CO PBLC SCHS,510,KETTLE RUN HIGH SCH,9,12,,,,,,,,,,,,,34,26,22,19,,101,,101
30,FAUQUIER CO PBLC SCHS,851,LIBERTY HIGH,9,12,,,,,,,,,,,,,110,116,79,69,,375,,375
30,FAUQUIER CO PBLC SCHS,530,MARGARET M. PIERCE ELEM,PK,5,,,34,,26,27,27,30,28,,,,,,,,,173,,173
30,FAUQUIER CO PBLC SCHS,10,MARSHALL MIDDLE,6,8,,,,,,,,,,38,34,32,,,,,,104,,104
30,FAUQUIER CO PBLC SCHS,20,MARY WALTER ELEM,PK,5,,,28,,30,27,40,33,43,,,,,,,,,204,,204
30,FAUQUIER CO PBLC SCHS,720,P.B. SMITH ELEM,PK,5,,,,,,,,,,,,,,,,,,30,,30
30,FAUQUIER CO PBLC SCHS,670,W.C. TAYLOR MIDDLE,6,8,,,,,,,,,,34,31,29,,,,,,94,,94
30,FAUQUIER CO PBLC SCHS,740,W.G. COLEMAN ELEM,PK,5,15,,19,,20,14,24,25,20,,,,,,,,,137,,137
30,FAUQUIER CO PBLC SCHS,660,WARRENTON MIDDLE,6,8,,,,,,,,,,17,21,13,,,,,,51,,51
31,FLOYD CO PBLC SCHS,90,CHECK ELEM,PK,7,,,21,,29,16,32,26,10,16,15,,,,,,,165,,165
31,FLOYD CO PBLC SCHS,660,FLOYD COUNTY HIGH,8,12,,,,,,,,,,,,71,92,83,75,56,,377,,377
31,FLOYD CO PBLC SCHS,360,FLOYD ELEM,PK,7,31,,26,,40,38,28,39,38,33,36,,,,,,,309,,309
31,FLOYD CO PBLC SCHS,650,INDIAN VALLEY ELEM,PK,7,,,11,,,,,15,10,15,15,,,,,,,83,,83
31,FLOYD CO PBLC SCHS,500,WILLIS ELEM,PK,7,12,,16,,20,17,13,31,10,15,,,,,,,,142,,142
32,FLUVANNA CO PBLC SCHS,300,CARYSBROOK ELEM,3,4,,,,,,,97,91,,,,,,,,,,188,,188
32,FLUVANNA CO PBLC SCHS,310,CENTRAL ELEM,1,2,,,,,80,71,,,,,,,,,,,,151,,151
32,FLUVANNA CO PBLC SCHS,260,FLUVANNA COUNTY HIGH,8,12,,,,,,,,,,,,83,97,68,67,47,,362,,362
32,FLUVANNA CO PBLC SCHS,320,FLUVANNA MIDDLE,5,7,,,,,,,,,108,97,102,,,,,,,307,,307
32,FLUVANNA CO PBLC SCHS,330,WEST CENTRAL PRIMARY SCHOOL ,PK,KG,40,,66,,,,,,,,,,,,,,,106,,106
135,FRANKLIN CITY PUBLIC SCHOOLS,20,FRANKLIN HIGH,9,12,,,,,,,,,,,,,28,39,15,35,,117,,117
135,FRANKLIN CITY PUBLIC SCHOOLS,561,JOSEPH P. KING JR. MIDDLE,6,8,,,,,,,,,,43,36,49,,,,,,128,,128
135,FRANKLIN CITY PUBLIC SCHOOLS,10,S.P. MORTON ELEM,PK,5,27,,38,,50,55,46,53,54,,,,,,,,,323,,323
33,FRANKLIN CO PBLC SCHS,32,BEN. FRANKLIN MIDDLE-EAST,6,6,,,,,,,,,,229,,,,,,,,229,,229
33,FRANKLIN CO PBLC SCHS,31,BEN. FRANKLIN MIDDLE-WEST,7,8,,,,,,,,,,,201,94,,,,,,295,,295
33,FRANKLIN CO PBLC SCHS,1370,BOONES MILL ELEM,PK,5,12,,23,,14,14,23,15,19,,,,,,,,,120,,120
33,FRANKLIN CO PBLC SCHS,1320,BURNT CHIMNEY ELEM,PK,5,19,,14,,19,18,14,22,14,,,,,,,,,120,,120
33,FRANKLIN CO PBLC SCHS,350,CALLAWAY ELEM,PK,5,11,,23,,23,28,16,24,21,,,,,,,,,146,,146
33,FRANKLIN CO PBLC SCHS,20,DUDLEY ELEM,PK,5,,,15,,20,14,14,12,14,,,,,,,,,97,,97
33,FRANKLIN CO PBLC SCHS,1360,FERRUM ELEM,PK,5,,,,,18,20,31,19,22,,,,,,,,,125,,125
33,FRANKLIN CO PBLC SCHS,1311,FRANKLIN COUNTY HIGH,9,12,,,,,,,,,,,,,192,207,138,119,,656,,656
33,FRANKLIN CO PBLC SCHS,1481,GEREAU CTR FOR APL TECH&CAREER EXPL,8,8,,,,,,,,,,,,107,,,,,,107,,107
33,FRANKLIN CO PBLC SCHS,690,GLADE HILL ELEM,PK,5,17,,14,,13,26,17,28,21,,,,,,,,,136,,136
33,FRANKLIN CO PBLC SCHS,10,HENRY ELEM,PK,5,10,,16,,16,20,19,15,18,,,,,,,,,114,,114
33,FRANKLIN CO PBLC SCHS,660,LEE M. WAID ELEM,PK,5,24,,20,,39,29,36,31,20,,,,,,,,,199,,199
33,FRANKLIN CO PBLC SCHS,1380,ROCKY MOUNT ELEM,PK,5,17,,27,,29,21,32,24,27,,,,,,,,,177,,177
33,FRANKLIN CO PBLC SCHS,1170,SNOW CREEK ELEM,PK,5,10,,16,,14,24,11,14,14,,,,,,,,,103,,103
33,FRANKLIN CO PBLC SCHS,960,SONTAG ELEM,PK,5,14,,25,,26,42,28,35,17,,,,,,,,,187,,187
33,FRANKLIN CO PBLC SCHS,980,WINDY GAP ELEM,PK,5,14,,24,,16,17,13,12,16,,,,,,,,,112,,112
34,FREDERICK CO PBLC SCHS,586,ADMIRAL RICHARD E. BYRD MIDDLE,6,8,,,,,,,,,,81,71,71,,,,,,223,,223
34,FREDERICK CO PBLC SCHS,10,APPLE PIE RIDGE ELEM,KG,5,,,31,,22,38,41,38,39,,,,,,,,,210,,210
34,FREDERICK CO PBLC SCHS,320,ARMEL ELEM,KG,5,,,17,,26,24,22,25,13,,,,,,,,,128,,128
34,FREDERICK CO PBLC SCHS,20,BASS-HOOVER ELEM,KG,5,,,30,,25,28,41,35,41,,,,,,,,,202,,202
34,FREDERICK CO PBLC SCHS,587,EVENDALE ELEM,KG,5,,,36,,37,34,33,41,27,,,,,,,,,209,,209
34,FREDERICK CO PBLC SCHS,460,FREDERICK COUNTY MIDDLE,6,8,,,,,,,,,,64,57,62,,,,,,183,,183
34,FREDERICK CO PBLC SCHS,380,GAINESBORO ELEM,KG,5,,,19,,21,32,28,37,36,,,,,,,,,174,,174
34,FREDERICK CO PBLC SCHS,590,GREENWOOD MILL ELEM,KG,5,,,27,,24,27,32,28,29,,,,,,,,,168,,168
34,FREDERICK CO PBLC SCHS,40,INDIAN HOLLOW ELEM,KG,5,,,28,,20,20,35,27,23,,,,,,,,,155,,155
34,FREDERICK CO PBLC SCHS,30,JAMES WOOD HIGH,9,12,,,,,,,,,,,,,72,73,71,56,,272,,272
34,FREDERICK CO PBLC SCHS,420,JAMES WOOD MIDDLE,6,8,,,,,,,,,,118,126,117,,,,,,361,,361
34,FREDERICK CO PBLC SCHS,340,MIDDLETOWN ELEM,KG,5,,,33,,25,29,31,33,30,,,,,,,,,183,,183
34,FREDERICK CO PBLC SCHS,584,MILLBROOK HIGH,9,12,,,,,,,,,,,,,110,101,95,57,,363,,363
34,FREDERICK CO PBLC SCHS,583,ORCHARD VIEW ELEM,KG,5,,,18,,26,26,19,33,21,,,,,,,,,144,,144
34,FREDERICK CO PBLC SCHS,582,REDBUD RUN ELEM,KG,5,,,38,,55,60,59,64,52,,,,,,,,,329,,329
34,FREDERICK CO PBLC SCHS,480,ROBERT E. AYLOR MIDDLE,6,8,,,,,,,,,,62,62,55,,,,,,179,,179
34,FREDERICK CO PBLC SCHS,581,SHERANDO HIGH,9,12,,,,,,,,,,,,,93,89,71,56,,309,,309
34,FREDERICK CO PBLC SCHS,410,STONEWALL ELEM,KG,5,,,44,,42,40,53,37,22,,,,,,,,,240,,240
110,FREDERICKSBURG CITY PUBLIC SCHOOLS,50,HUGH MERCER ELEM,KG,2,,,138,,115,126,,,,,,,,,,,,379,,379
110,FREDERICKSBURG CITY PUBLIC SCHOOLS,40,JAMES MONROE HIGH,9,12,,,,,,,,,,,,,160,135,123,98,,518,,518
110,FREDERICKSBURG CITY PUBLIC SCHOOLS,272,LAFAYETTE UPPER ELEM,3,5,,,,,,,132,172,132,,,,,,,,,436,,436
110,FREDERICKSBURG CITY PUBLIC SCHOOLS,30,ORIGINAL WALKER-GRANT,PK,PK,159,,,,,,,,,,,,,,,,,159,,159
110,FREDERICKSBURG CITY PUBLIC SCHOOLS,273,WALKER-GRANT MIDDLE,6,8,,,,,,,,,,150,135,106,,,,,,391,,391
111,GALAX CITY PUBLIC SCHOOLS,10,GALAX ELEM,KG,4,40,,62,,73,79,64,57,,,,,,,,,,375,,375
111,GALAX CITY PUBLIC SCHOOLS,31,GALAX HIGH,8,12,,,,,,,,,,,,69,61,46,41,39,,256,,256
111,GALAX CITY PUBLIC SCHOOLS,32,GALAX MIDDLE,5,7,,,,,,,,,53,53,52,,,,,,,158,,158
35,GILES CO PBLC SCHS,10,EASTERN COMBINED,PK,7,,,20,,20,21,30,18,33,23,20,,,,,,,185,,185
35,GILES CO PBLC SCHS,461,GILES HIGH,8,12,,,,,,,,,,,,62,48,49,36,39,,234,,234
35,GILES CO PBLC SCHS,390,MACY MCCLAUGHERTY COMBINED,PK,7,,,47,,45,27,30,27,27,33,25,,,,,,,261,,261
35,GILES CO PBLC SCHS,400,NARROWS ELEM/MID.,PK,7,,,27,,35,30,36,19,28,25,29,,,,,,,229,,229
35,GILES CO PBLC SCHS,470,NARROWS HIGH,8,12,,,,,,,,,,,,34,39,26,22,17,,138,,138
36,GLOUCESTER CO PBLC SCHS,250,ABINGDON ELEM,PK,5,11,,41,,46,62,50,45,49,,,,,,,,,304,,304
36,GLOUCESTER CO PBLC SCHS,240,ACHILLES ELEM,PK,5,15,,23,,29,30,29,28,22,,,,,,,,,176,,176
36,GLOUCESTER CO PBLC SCHS,381,BETHEL ELEM,PK,5,20,,22,,33,27,35,31,32,,,,,,,,,200,,200
36,GLOUCESTER CO PBLC SCHS,100,BOTETOURT ELEM,PK,5,,,29,,26,31,38,31,35,,,,,,,,,194,,194
36,GLOUCESTER CO PBLC SCHS,260,GLOUCESTER HIGH,9,12,,,,,,,,,,,,,184,148,142,127,,601,,601
36,GLOUCESTER CO PBLC SCHS,802,PAGE MIDDLE,6,8,,,,,,,,,,80,95,72,,,,,,247,,247
36,GLOUCESTER CO PBLC SCHS,280,PEASLEY MIDDLE,6,8,,,,,,,,,,74,74,92,,,,,,240,,240
36,GLOUCESTER CO PBLC SCHS,270,PETSWORTH ELEM,PK,5,12,,16,,23,28,17,26,18,,,,,,,,,140,,140
37,GOOCHLAND CO PBLC SCHS,120,BYRD ELEM,PK,5,,,18,,26,21,29,34,23,,,,,,,,,160,,160
37,GOOCHLAND CO PBLC SCHS,360,GOOCHLAND ELEM,PK,5,11,,,,12,14,23,,14,,,,,,,,,92,,92
37,GOOCHLAND CO PBLC SCHS,220,GOOCHLAND HIGH,9,12,,,,,,,,,,,,,52,70,44,55,,221,,221
37,GOOCHLAND CO PBLC SCHS,340,GOOCHLAND MIDDLE,6,8,,,,,,,,,,62,53,47,,,,,,162,,162
37,GOOCHLAND CO PBLC SCHS,260,RANDOLPH ELEM,KG,5,,,14,,23,19,28,19,16,,,,,,,,,127,,127
38,GRAYSON CO PBLC SCHS,440,BAYWOOD ELEM,PK,5,16,,14,,13,15,13,13,,,,,,,,,,93,,93
38,GRAYSON CO PBLC SCHS,480,FAIRVIEW ELEM,KG,5,,,12,,10,,18,13,13,,,,,,,,,74,,74
38,GRAYSON CO PBLC SCHS,911,FRIES SCHOOL,PK,7,13,,24,,24,22,20,20,18,21,16,,,,,,,178,,178
38,GRAYSON CO PBLC SCHS,421,GRAYSON COUNTY HIGH,9,12,,,,,,,,,,,,,72,61,50,65,,248,,248
38,GRAYSON CO PBLC SCHS,430,GRAYSON HIGHLANDS,PK,7,,,11,,,16,12,20,17,,,,,,,,,104,,104
38,GRAYSON CO PBLC SCHS,422,INDEPENDENCE ELEM,KG,5,,,20,,24,23,24,28,34,,,,,,,,,153,,153
38,GRAYSON CO PBLC SCHS,11,INDEPENDENCE MIDDLE,6,8,,,,,,,,,,40,42,81,,,,,,163,,163
39,GREENE CO PBLC SCHS,20,NATHANAEL GREENE ELEM,3,5,,,,,,,85,66,72,,,,,,,,,223,,223
39,GREENE CO PBLC SCHS,10,NATHANAEL GREENE PRIMARY SCHOOL,PK,2,33,,55,,54,68,,,,,,,,,,,,210,,210
39,GREENE CO PBLC SCHS,30,RUCKERSVILLE ELEM,KG,5,,,30,,45,53,37,41,40,,,,,,,,,246,,246
39,GREENE CO PBLC SCHS,72,WILLIAM MONROE HIGH,9,12,,,,,,,,,,,,,83,101,98,75,,357,,357
39,GREENE CO PBLC SCHS,71,WILLIAM MONROE MIDDLE,6,8,,,,,,,,,,116,107,102,,,,,,325,,325
40,GREENSVILLE CO PBLC SCHS,260,BELFIELD ELEM,5,5,,,,,,,,,99,,,,,,,,,99,,99
40,GREENSVILLE CO PBLC SCHS,190,EDWARD W WYATT MIDDLE,5,8,,,,,,,,,,120,144,147,,,,,,412,,412
40,GREENSVILLE CO PBLC SCHS,200,GREENSVILLE COUNTY HIGH,9,12,,,,,,,,,,,,,120,130,126,87,,463,,463
40,GREENSVILLE CO PBLC SCHS,50,GREENSVILLE ELEM,PK,5,62,,109,,102,106,135,113,,,,,,,,,,627,,627
41,HALIFAX CO PBLC SCHS,1560,CLAYS MILL ELEM,KG,5,14,,12,,,16,16,11,25,,,,,,,,,103,,103
41,HALIFAX CO PBLC SCHS,1501,CLUSTER SPRINGS EARLY LEARNING CTR,PK,PK,41,,,,,,,,,,,,,,,,,41,,41
41,HALIFAX CO PBLC SCHS,20,CLUSTER SPRINGS ELEM,KG,5,,,47,,41,52,46,41,41,,,,,,,,,268,,269
41,HALIFAX CO PBLC SCHS,10,HALIFAX COUNTY HIGH,9,12,,,,,,,,,,,,,202,207,200,170,,779,,780
41,HALIFAX CO PBLC SCHS,1480,HALIFAX COUNTY MIDDLE,6,8,,,,,,,,,,229,212,224,,,,,,665,,665
41,HALIFAX CO PBLC SCHS,1550,MEADVILLE ELEM,KG,5,,,13,,12,16,18,19,20,,,,,,,,,107,,107
41,HALIFAX CO PBLC SCHS,1510,SCOTTSBURG ELEM,KG,5,25,,27,,25,26,22,29,22,,,,,,,,,176,,176
41,HALIFAX CO PBLC SCHS,1521,SINAI ELEM,KG,5,18,,33,,35,46,40,43,28,,,,,,,,,243,,243
41,HALIFAX CO PBLC SCHS,30,SOUTH BOSTON ELEM,KG,5,,,69,,74,71,80,64,76,,,,,,,,,434,,434
41,HALIFAX CO PBLC SCHS,950,SOUTH BOSTON/HALIFAX EARLY LEARNING CTR,PK,PK,67,,,,,,,,,,,,,,,,,67,,67
41,HALIFAX CO PBLC SCHS,1490,SYDNOR JENNINGS ELEM,KG,5,25,,35,,33,31,40,32,26,,,,,,,,,222,,222
112,HAMPTON CITY PUBLIC SCHOOLS,500,A.W.E. BASSETTE ELEM,PK,5,,,46,,44,61,34,44,41,,,,,,,,,270,,270
112,HAMPTON CITY PUBLIC SCHOOLS,160,ABERDEEN ELEM,PK,5,24,,39,,44,33,35,37,31,,,,,,,,,243,,243
112,HAMPTON CITY PUBLIC SCHOOLS,260,ALFRED S. FORREST ELEM,KG,5,,,43,,40,55,51,31,45,,,,,,,,,265,,265
112,HAMPTON CITY PUBLIC SCHOOLS,120,ARMSTRONG ELEM,KG,5,,,10,,10,20,,14,15,,,,,,,,,75,,75
112,HAMPTON CITY PUBLIC SCHOOLS,330,BARRON ELEM,PK,5,,,18,,31,26,25,31,26,,,,,,,,,157,,157
112,HAMPTON CITY PUBLIC SCHOOLS,350,BENJAMIN SYMS MIDDLE,6,8,,,,,,,,,,148,161,176,,,,,,485,,485
112,HAMPTON CITY PUBLIC SCHOOLS,430,BETHEL HIGH,9,12,,,,,,,,,,,,,246,184,164,99,,693,,693
112,HAMPTON CITY PUBLIC SCHOOLS,470,BOOKER ELEM,KG,5,,,25,,28,33,31,45,37,,,,,,,,,199,,199
112,HAMPTON CITY PUBLIC SCHOOLS,450,C. ALTON LINDSAY MIDDLE,6,8,,,,,,,,,,125,109,122,,,,,,356,,356
112,HAMPTON CITY PUBLIC SCHOOLS,460,CAPTAIN JOHN SMITH ELEM,PK,5,24,,43,,34,34,38,39,34,,,,,,,,,246,,246
112,HAMPTON CITY PUBLIC SCHOOLS,420,CHRISTOPHER C. KRAFT ELEM,KG,5,,,33,,42,35,39,47,47,,,,,,,,,243,,243
112,HAMPTON CITY PUBLIC SCHOOLS,30,FRANCIS ASBURY ELEM,KG,5,,,23,,18,26,28,24,17,,,,,,,,,136,,136
112,HAMPTON CITY PUBLIC SCHOOLS,70,FRANCIS W. JONES MAGNET MIDDLE,6,8,,,,,,,,,,100,61,72,,,,,,233,,233
112,HAMPTON CITY PUBLIC SCHOOLS,650,GEORGE P PHENIX ELEM,PK,8,42,,34,,57,45,58,73,51,50,42,39,,,,,,491,,491
112,HAMPTON CITY PUBLIC SCHOOLS,280,HAMPTON HIGH,9,12,,,,,,,,,,,,,279,178,160,117,,734,,734
112,HAMPTON CITY PUBLIC SCHOOLS,640,HUNTER B ANDREWS ,PK,8,46,,44,,57,50,62,64,53,56,48,56,,,,,,536,,536
112,HAMPTON CITY PUBLIC SCHOOLS,250,JANE H. BRYAN ELEM,PK,5,,,32,,43,41,46,48,36,,,,,,,,,246,,246
112,HAMPTON CITY PUBLIC SCHOOLS,300,JEFFERSON DAVIS MIDDLE,6,8,,,,,,,,,,114,114,125,,,,,,353,,353
112,HAMPTON CITY PUBLIC SCHOOLS,270,JOHN B. CARY ELEM,PK,5,,,14,,35,33,33,34,22,,,,,,,,,171,,171
112,HAMPTON CITY PUBLIC SCHOOLS,440,JOHN TYLER ELEM,PK,5,,,69,,51,49,49,57,46,,,,,,,,,322,,322
112,HAMPTON CITY PUBLIC SCHOOLS,320,KECOUGHTAN HIGH,9,12,,,,,,,,,,,,,210,148,113,94,,565,,565
112,HAMPTON CITY PUBLIC SCHOOLS,490,LUTHER W. MACHEN ELEM,PK,5,,,32,,38,25,44,33,31,,,,,,,,,203,,203
112,HAMPTON CITY PUBLIC SCHOOLS,210,MOTON EARLY CHILDHOOD CENTER,PK,PK,183,,,,,,,,,,,,,,,,,183,,183
112,HAMPTON CITY PUBLIC SCHOOLS,410,PAUL BURBANK ELEM,KG,5,26,,28,,27,26,26,32,29,,,,,,,,,194,,194
112,HAMPTON CITY PUBLIC SCHOOLS,370,PHILLIPS ELEM,KG,5,,,25,,32,29,30,26,36,,,,,,,,,178,,178
112,HAMPTON CITY PUBLIC SCHOOLS,50,PHOEBUS HIGH,9,12,,,,,,,,,,,,,207,169,116,103,,595,,595
112,HAMPTON CITY PUBLIC SCHOOLS,180,SAMUEL P. LANGLEY ELEM,KG,5,20,,32,,41,37,27,28,31,,,,,,,,,216,,216
112,HAMPTON CITY PUBLIC SCHOOLS,380,THOMAS EATON MIDDLE,6,8,,,,,,,,,,111,100,71,,,,,,282,,282
112,HAMPTON CITY PUBLIC SCHOOLS,360,TUCKER-CAPPS ELEM,PK,5,,,13,,13,16,14,18,11,,,,,,,,,89,,89
112,HAMPTON CITY PUBLIC SCHOOLS,80,WILLIAM MASON COOPER ELEM,PK,5,,,24,,24,30,25,24,18,,,,,,,,,148,,148
42,HANOVER CO PBLC SCHS,62,ATLEE HIGH,9,12,,,,,,,,,,,,,30,22,10,,,70,,70
42,HANOVER CO PBLC SCHS,360,BATTLEFIELD PARK ELEM,PK,5,,,,,10,10,10,,,,,,,,,,,53,,53
42,HANOVER CO PBLC SCHS,20,BEAVERDAM ELEM,PK,5,,,,,18,,13,25,20,,,,,,,,,92,,92
42,HANOVER CO PBLC SCHS,61,CHICKAHOMINY MIDDLE,6,8,,,,,,,,,,47,51,35,,,,,,133,,133
42,HANOVER CO PBLC SCHS,70,COLD HARBOR ELEM,PK,5,16,,17,,23,35,27,26,31,,,,,,,,,175,,175
42,HANOVER CO PBLC SCHS,551,COOL SPRING ELEM,PK,5,,,,,,,,,,,,,,,,,,37,,37
42,HANOVER CO PBLC SCHS,430,ELMONT ELEM,PK,5,18,,19,,17,35,23,29,22,,,,,,,,,163,,163
42,HANOVER CO PBLC SCHS,554,HANOVER HIGH,9,12,,,,,,,,,,,,,33,25,15,21,,94,,94
42,HANOVER CO PBLC SCHS,150,HENRY CLAY ELEM,PK,2,55,,44,,54,60,,,,,,,,,,,,213,,213
42,HANOVER CO PBLC SCHS,162,JOHN M. GANDY ELEM,3,5,,,,,,,46,51,61,,,,,,,,,158,,158
42,HANOVER CO PBLC SCHS,200,KERSEY CREEK ELEM,PK,5,,,15,,,15,,,,,,,,,,,,65,,65
42,HANOVER CO PBLC SCHS,210,LAUREL MEADOW ELEM,PK,5,12,,29,,22,13,20,28,28,,,,,,,,,152,,152
42,HANOVER CO PBLC SCHS,370,LEE DAVIS HIGH,9,12,,,,,,,,,,,,,66,32,20,22,,140,,140
42,HANOVER CO PBLC SCHS,450,LIBERTY MIDDLE,6,8,,,,,,,,,,98,105,104,,,,,,307,,307
42,HANOVER CO PBLC SCHS,420,MECHANICSVILLE ELEM,PK,5,52,,51,,40,43,47,40,41,,,,,,,,,314,,314
42,HANOVER CO PBLC SCHS,553,OAK KNOLL MIDDLE,6,8,,,,,,,,,,41,30,38,,,,,,109,,109
42,HANOVER CO PBLC SCHS,400,PATRICK HENRY HIGH,9,12,,,,,,,,,,,,,110,65,48,50,,273,,273
42,HANOVER CO PBLC SCHS,410,PEARSON'S CORNER ELEM,PK,5,,,,,,,,,,,,,,,,,,36,,36
42,HANOVER CO PBLC SCHS,552,POLE GREEN ELEM,PK,5,,,11,,12,13,18,15,16,,,,,,,,,86,,86
42,HANOVER CO PBLC SCHS,30,RURAL POINT ELEM,PK,5,,,13,,,,10,,,,,,,,,,,58,,58
42,HANOVER CO PBLC SCHS,40,SOUTH ANNA ELEM,PK,5,,,15,,22,21,19,23,25,,,,,,,,,126,,126
42,HANOVER CO PBLC SCHS,440,STONEWALL JACKSON MIDDLE,6,8,,,,,,,,,,89,84,98,,,,,,271,,271
42,HANOVER CO PBLC SCHS,290,WASHINGTON-HENRY ELEM,PK,5,,,10,,13,16,15,15,12,,,,,,,,,81,,81
113,HARRISONBURG CITY PUBLIC SCHOOLS,12,HARRISONBURG HIGH,9,12,,,,,,,,,,,,,321,308,293,280,,1202,,1202
113,HARRISONBURG CITY PUBLIC SCHOOLS,50,KEISTER ELEM,KG,4,36,,64,,59,57,71,65,,,,,,,,,,352,,352
113,HARRISONBURG CITY PUBLIC SCHOOLS,111,SKYLINE MIDDLE,5,8,,,,,,,,,198,181,173,175,,,,,,727,,727
113,HARRISONBURG CITY PUBLIC SCHOOLS,110,SMITHLAND ELEM,KG,4,,,74,,72,86,93,73,,,,,,,,,,400,,400
113,HARRISONBURG CITY PUBLIC SCHOOLS,60,SPOTSWOOD ELEM,KG,4,,,71,,75,78,79,77,,,,,,,,,,380,,380
113,HARRISONBURG CITY PUBLIC SCHOOLS,191,STONE SPRING ELEM,KG,4,126,,44,,63,46,49,41,,,,,,,,,,369,,369
113,HARRISONBURG CITY PUBLIC SCHOOLS,80,THOMAS HARRISON MIDDLE,5,8,,,,,,,,,155,133,144,118,,,,,,550,,550
113,HARRISONBURG CITY PUBLIC SCHOOLS,30,WATERMAN ELEM,KG,4,82,,57,,66,65,63,79,,,,,,,,,,412,,412
43,HENRICO CO PBLC SCHS,660,ADAMS ELEM,PK,5,37,,44,,37,36,63,51,70,,,,,,,,,338,,338
43,HENRICO CO PBLC SCHS,320,ARTHUR ASHE JR. ELEM,PK,5,62,,57,,50,57,38,57,46,,,,,,,,,367,,367
43,HENRICO CO PBLC SCHS,470,BAKER ELEM,PK,5,30,,35,,37,45,33,36,56,,,,,,,,,272,,272
43,HENRICO CO PBLC SCHS,500,BROOKLAND MIDDLE,6,8,,,,,,,,,,239,220,229,,,,,,688,,688
43,HENRICO CO PBLC SCHS,650,CARVER ELEM,PK,5,,,32,,25,37,41,48,39,,,,,,,,,222,,222
43,HENRICO CO PBLC SCHS,590,CHAMBERLAYNE ELEM,PK,5,20,,40,,43,34,49,41,43,,,,,,,,,270,,270
43,HENRICO CO PBLC SCHS,93,COLONIAL TRAIL ELEM,KG,5,,,,,,,,11,14,,,,,,,,,52,,52
43,HENRICO CO PBLC SCHS,400,CRESTVIEW ELEM,PK,5,25,,24,,25,30,25,22,24,,,,,,,,,175,,175
43,HENRICO CO PBLC SCHS,620,DAVIS ELEM,PK,5,,,16,,26,37,20,37,19,,,,,,,,,155,,155
43,HENRICO CO PBLC SCHS,160,DEEP RUN HIGH,9,12,,,,,,,,,,,,,17,19,23,18,,77,,77
43,HENRICO CO PBLC SCHS,120,DONAHOE ELEM,PK,5,38,,46,,53,59,46,60,47,,,,,,,,,349,,349
43,HENRICO CO PBLC SCHS,700,DUMBARTON ELEM,PK,5,29,,67,,57,72,69,67,93,,,,,,,,,454,,454
43,HENRICO CO PBLC SCHS,300,ECHO LAKE ELEM,PK,5,24,,12,,11,10,12,16,15,,,,,,,,,100,,100
43,HENRICO CO PBLC SCHS,92,ELKO MIDDLE,6,8,,,,,,,,,,181,166,154,,,,,,501,,501
43,HENRICO CO PBLC SCHS,200,FAIR OAKS ELEM,PK,5,26,,52,,42,53,51,44,45,,,,,,,,,313,,313
43,HENRICO CO PBLC SCHS,510,FAIRFIELD MIDDLE,6,8,,,,,,,,,,231,203,171,,,,,,605,,605
43,HENRICO CO PBLC SCHS,410,FREEMAN HIGH,9,12,,,,,,,,,,,,,165,127,115,78,,485,,485
43,HENRICO CO PBLC SCHS,150,GAYTON ELEM,PK,5,,,,,,,,,,,,,,,,,,45,,45
