Div. No.,Division Name,School No.,School Name,Low Grade,High Grade,Grade PK,Grade JK,Grade KG,Grade T1,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Grade PG,Total Full-Time,Part-time Students,Total
29,FAIRFAX CO PBLC SCHS,1080,WAYNEWOOD ELEM,PK,6,,,<,,<,<,<,<,<,<,,,,,,,,16,,16.00
29,FAIRFAX CO PBLC SCHS,900,WEST POTOMAC HIGH,9,12,,,,,,,,,,,,,300,298,288,206,,1092,,1092.00
29,FAIRFAX CO PBLC SCHS,1430,WEST SPRINGFIELD ELEM,PK,6,<,,<,,<,<,<,<,<,<,,,,,,,,40,,40.00
29,FAIRFAX CO PBLC SCHS,1610,WEST SPRINGFIELD HIGH,9,12,,,,,,,,,,,,,84,77,62,70,,293,,293.00
29,FAIRFAX CO PBLC SCHS,1580,WESTBRIAR ELEM,PK,6,,,<,,<,<,10,<,<,<,,,,,,,,40,,40.00
29,FAIRFAX CO PBLC SCHS,2228,WESTFIELD HIGH,9,12,,,,,,,,,,,,,215,161,187,150,,713,<,714.00
29,FAIRFAX CO PBLC SCHS,1670,WESTGATE ELEM,PK,6,11,,17,,25,21,21,23,23,28,,,,,,,,169,,169.00
29,FAIRFAX CO PBLC SCHS,580,WESTLAWN ELEM,PK,6,<,,79,,73,75,82,84,83,70,,,,,,,,553,,553.00
29,FAIRFAX CO PBLC SCHS,520,WEYANOKE ELEM,PK,5,<,,67,,74,60,56,59,66,,,,,,,,,387,,387.00
29,FAIRFAX CO PBLC SCHS,400,WHITE OAKS ELEM,PK,6,,,17,,24,24,25,26,22,29,,,,,,,,167,,167.00
29,FAIRFAX CO PBLC SCHS,1550,WHITMAN MIDDLE,7,8,,,,,,,,,,,291,258,,,,,,549,,549.00
29,FAIRFAX CO PBLC SCHS,2060,WILLOW SPRINGS ELEM,PK,6,<,,<,,<,11,<,15,16,18,,,,,,,,88,,88.00
29,FAIRFAX CO PBLC SCHS,1810,WOLFTRAP ELEM,PK,6,,,,,<,,,,<,<,,,,,,,,<,,<
29,FAIRFAX CO PBLC SCHS,650,WOODBURN ELEM,PK,6,<,,51,,53,35,54,42,52,39,,,,,,,,328,,328.00
29,FAIRFAX CO PBLC SCHS,380,WOODLAWN ELEM,PK,6,13,,43,,55,56,44,54,52,58,,,,,,,,375,,375.00
29,FAIRFAX CO PBLC SCHS,590,WOODLEY HILLS ELEM,PK,6,14,,63,,57,57,58,64,71,60,,,,,,,,444,,444.00
29,FAIRFAX CO PBLC SCHS,1260,WOODSON HIGH,9,12,,,,,,,,,,,,,76,68,74,74,,292,,292.00
109,FALLS CHURCH CITY PUBLIC SCHOOLS,251,GEORGE MASON HIGH,9,12,,,,,,,,,,,,,15,12,15,13,,55,,55.00
109,FALLS CHURCH CITY PUBLIC SCHOOLS,270,JESSIE THACKREY PRESCHOOL,PK,PK,<,,,,,,,,,,,,,,,,,<,,<
109,FALLS CHURCH CITY PUBLIC SCHOOLS,252,MARY ELLEN HENDERSON MIDDLE,6,8,,,,,,,,,,15,13,20,,,,,,48,,48.00
109,FALLS CHURCH CITY PUBLIC SCHOOLS,240,MT. DANIEL SCHOOL,KG,1,,,<,,<,,,,,,,,,,,,,10,,10.00
109,FALLS CHURCH CITY PUBLIC SCHOOLS,260,THOMAS JEFFERSON ELEM,2,5,,,,,,<,10,17,11,,,,,,,,,45,<,46.00
30,FAUQUIER CO PBLC SCHS,854,AUBURN MIDDLE,6,8,,,,,,,,,,24,28,24,,,,,,76,,76.00
30,FAUQUIER CO PBLC SCHS,460,C. HUNTER RITCHIE ELEM,PK,5,14,,<,,<,11,15,11,11,,,,,,,,,76,,76.00
30,FAUQUIER CO PBLC SCHS,730,C.M. BRADLEY ELEM,PK,5,<,,16,,17,16,16,22,24,,,,,,,,,112,,112.00
30,FAUQUIER CO PBLC SCHS,520,CEDAR LEE MIDDLE,6,8,,,,,,,,,,104,99,101,,,,,,304,,304.00
30,FAUQUIER CO PBLC SCHS,120,CLAUDE THOMPSON ELEM,PK,5,,,20,,27,26,30,24,26,,,,,,,,,153,,153.00
30,FAUQUIER CO PBLC SCHS,701,FAUQUIER HIGH,9,12,,,,,,,,,,,,,74,74,58,68,,274,,274.00
30,FAUQUIER CO PBLC SCHS,450,GRACE MILLER ELEM,PK,5,11,,26,,35,23,28,39,21,,,,,,,,,183,,183.00
30,FAUQUIER CO PBLC SCHS,511,GREENVILLE ELEM,PK,5,,,13,,10,<,<,15,10,,,,,,,,,64,,64.00
30,FAUQUIER CO PBLC SCHS,750,H.M. PEARSON ELEM,PK,5,<,,23,,27,24,23,25,23,,,,,,,,,147,,147.00
30,FAUQUIER CO PBLC SCHS,853,JAMES G. BRUMFIELD ELEM,PK,5,12,,22,,38,35,30,26,31,,,,,,,,,194,,194.00
30,FAUQUIER CO PBLC SCHS,510,KETTLE RUN HIGH SCH,9,12,,,,,,,,,,,,,37,39,30,29,,135,,135.00
30,FAUQUIER CO PBLC SCHS,851,LIBERTY HIGH,9,12,,,,,,,,,,,,,129,120,117,110,<,477,,477.00
30,FAUQUIER CO PBLC SCHS,530,MARGARET M. PIERCE ELEM,PK,5,<,,36,,41,34,31,36,33,,,,,,,,,215,,215.00
30,FAUQUIER CO PBLC SCHS,10,MARSHALL MIDDLE,6,8,,,,,,,,,,58,43,38,,,,,,139,,139.00
30,FAUQUIER CO PBLC SCHS,20,MARY WALTER ELEM,PK,5,<,,24,,35,43,36,37,43,,,,,,,,,220,,220.00
30,FAUQUIER CO PBLC SCHS,720,P.B. SMITH ELEM,PK,5,,,<,,<,<,<,<,<,,,,,,,,,39,,39.00
30,FAUQUIER CO PBLC SCHS,670,W.C. TAYLOR MIDDLE,6,8,,,,,,,,,,49,49,41,,,,,,139,,139.00
30,FAUQUIER CO PBLC SCHS,740,W.G. COLEMAN ELEM,PK,5,12,,12,,17,17,17,25,27,,,,,,,,,127,,127.00
30,FAUQUIER CO PBLC SCHS,660,WARRENTON MIDDLE,6,8,,,,,,,,,,33,18,22,,,,,,73,,73.00
31,FLOYD CO PBLC SCHS,90,CHECK ELEM,PK,7,<,,20,,22,30,19,23,23,11,16,,,,,,,166,,166.00
31,FLOYD CO PBLC SCHS,660,FLOYD COUNTY HIGH,8,12,,,,,,,,,,,,84,81,86,75,83,,409,,409.00
31,FLOYD CO PBLC SCHS,360,FLOYD ELEM,PK,7,22,,30,,28,37,35,34,38,40,31,,,,,,,295,<,296.00
31,FLOYD CO PBLC SCHS,650,INDIAN VALLEY ELEM,KG,7,,,<,,12,11,<,<,14,12,20,,,,,,,83,,83.00
31,FLOYD CO PBLC SCHS,500,WILLIS ELEM,PK,7,16,,14,,17,21,17,17,27,11,14,,,,,,,154,<,155.00
32,FLUVANNA CO PBLC SCHS,300,CARYSBROOK ELEM,3,4,,,,,,,92,105,,,,,,,,,,197,,197.00
32,FLUVANNA CO PBLC SCHS,310,CENTRAL ELEM,1,2,,,,,95,90,,,,,,,,,,,,185,,185.00
32,FLUVANNA CO PBLC SCHS,260,FLUVANNA COUNTY HIGH,8,12,,,,,,,,,,,,117,108,91,73,69,,458,,458.00
32,FLUVANNA CO PBLC SCHS,320,FLUVANNA MIDDLE,5,7,,,,,,,,,107,108,100,,,,,,,315,,315.00
32,FLUVANNA CO PBLC SCHS,330,WEST CENTRAL PRIMARY SCHOOL ,PK,KG,46,,89,,,,,,,,,,,,,,,135,,135.00
135,FRANKLIN CITY PUBLIC SCHOOLS,20,FRANKLIN HIGH,9,12,,,,,,,,,,,,,57,43,29,35,,164,,164.00
135,FRANKLIN CITY PUBLIC SCHOOLS,561,JOSEPH P. KING JR. MIDDLE,6,8,,,,,,,,,,53,56,49,,,,,,158,,158.00
135,FRANKLIN CITY PUBLIC SCHOOLS,10,S.P. MORTON ELEM,PK,5,46,,61,,61,75,51,63,57,,,,,,,,,414,,414.00
33,FRANKLIN CO PBLC SCHS,32,BEN. FRANKLIN MIDDLE-EAST,6,6,,,,,,,,,,270,,,,,,,,270,,270.00
33,FRANKLIN CO PBLC SCHS,31,BEN. FRANKLIN MIDDLE-WEST,7,8,,,,,,,,,,,244,96,,,,,,340,,340.00
33,FRANKLIN CO PBLC SCHS,1370,BOONES MILL ELEM,PK,5,13,,18,,31,23,20,23,16,,,,,,,,,144,,144.00
33,FRANKLIN CO PBLC SCHS,1320,BURNT CHIMNEY ELEM,PK,5,14,,28,,19,24,21,17,28,,,,,,,,,151,,151.00
33,FRANKLIN CO PBLC SCHS,350,CALLAWAY ELEM,PK,5,11,,25,,21,23,27,14,21,,,,,,,,,142,,142.00
33,FRANKLIN CO PBLC SCHS,20,DUDLEY ELEM,PK,5,<,,15,,13,22,22,16,16,,,,,,,,,112,,112.00
33,FRANKLIN CO PBLC SCHS,1360,FERRUM ELEM,PK,5,12,,16,,10,18,15,18,<,,,,,,,,,98,,98.00
33,FRANKLIN CO PBLC SCHS,1311,FRANKLIN COUNTY HIGH,9,12,,,,,,,,,,,,,245,197,177,159,,778,,778.00
33,FRANKLIN CO PBLC SCHS,1481,GEREAU CTR FOR APL TECH&CAREER EXPL,8,8,,,,,,,,,,,,137,,,,,,137,,137.00
33,FRANKLIN CO PBLC SCHS,690,GLADE HILL ELEM,PK,5,16,,31,,19,21,28,24,24,,,,,,,,,163,,163.00
33,FRANKLIN CO PBLC SCHS,10,HENRY ELEM,PK,5,<,,13,,10,14,21,13,17,,,,,,,,,92,,92.00
33,FRANKLIN CO PBLC SCHS,660,LEE M. WAID ELEM,PK,5,18,,29,,28,26,31,26,28,,,,,,,,,186,,186.00
33,FRANKLIN CO PBLC SCHS,1380,ROCKY MOUNT ELEM,PK,5,15,,24,,31,37,26,36,34,,,,,,,,,203,,203.00
33,FRANKLIN CO PBLC SCHS,1170,SNOW CREEK ELEM,PK,5,<,,13,,21,17,26,14,16,,,,,,,,,116,,116.00
33,FRANKLIN CO PBLC SCHS,960,SONTAG ELEM,PK,5,24,,26,,26,28,34,20,31,,,,,,,,,189,,189.00
33,FRANKLIN CO PBLC SCHS,980,WINDY GAP ELEM,PK,5,10,,23,,25,15,26,20,18,,,,,,,,,137,,137.00
34,FREDERICK CO PBLC SCHS,586,ADMIRAL RICHARD E. BYRD MIDDLE,6,8,,,,,,,,,,81,80,80,,,,,,241,,241.00
34,FREDERICK CO PBLC SCHS,10,APPLE PIE RIDGE ELEM,KG,5,<,,31,,30,24,33,43,37,,,,,,,,,205,,205.00
34,FREDERICK CO PBLC SCHS,320,ARMEL ELEM,KG,5,,,26,,20,27,28,26,29,,,,,,,,,156,,156.00
34,FREDERICK CO PBLC SCHS,20,BASS-HOOVER ELEM,KG,5,,,32,,31,34,35,44,41,,,,,,,,,217,,217.00
34,FREDERICK CO PBLC SCHS,587,EVENDALE ELEM,KG,5,<,,23,,42,37,38,36,42,,,,,,,,,219,,219.00
34,FREDERICK CO PBLC SCHS,460,FREDERICK COUNTY MIDDLE,6,8,,,,,,,,,,92,64,80,,,,,,236,,236.00
34,FREDERICK CO PBLC SCHS,380,GAINESBORO ELEM,KG,5,<,,21,,25,22,32,29,35,,,,,,,,,171,,171.00
34,FREDERICK CO PBLC SCHS,590,GREENWOOD MILL ELEM,KG,5,<,,23,,32,33,26,34,25,,,,,,,,,175,,175.00
34,FREDERICK CO PBLC SCHS,40,INDIAN HOLLOW ELEM,KG,5,11,,28,,27,29,27,35,32,,,,,,,,,189,,189.00
34,FREDERICK CO PBLC SCHS,30,JAMES WOOD HIGH,9,12,,,,,,,,,,,,,86,82,69,66,,303,,303.00
34,FREDERICK CO PBLC SCHS,420,JAMES WOOD MIDDLE,6,8,,,,,,,,,,116,129,135,,,,,,380,,380.00
34,FREDERICK CO PBLC SCHS,340,MIDDLETOWN ELEM,KG,5,,,31,,30,33,36,32,36,,,,,,,,,198,,198.00
34,FREDERICK CO PBLC SCHS,584,MILLBROOK HIGH,9,12,,,,,,,,,,,,,125,146,102,99,,472,,472.00
34,FREDERICK CO PBLC SCHS,583,ORCHARD VIEW ELEM,KG,5,<,,26,,22,27,28,29,31,,,,,,,,,165,,165.00
34,FREDERICK CO PBLC SCHS,582,REDBUD RUN ELEM,KG,5,14,,48,,46,59,59,61,72,,,,,,,,,359,,359.00
34,FREDERICK CO PBLC SCHS,480,ROBERT E. AYLOR MIDDLE,6,8,,,,,,,,,,81,62,61,,,,,,204,,204.00
34,FREDERICK CO PBLC SCHS,581,SHERANDO HIGH,9,12,,,,,,,,,,,,,103,92,75,70,,340,,340.00
34,FREDERICK CO PBLC SCHS,410,STONEWALL ELEM,KG,5,<,,45,,50,51,51,51,41,,,,,,,,,298,,298.00
110,FREDERICKSBURG CITY PUBLIC SCHOOLS,50,HUGH MERCER ELEM,KG,2,,,148,,147,122,,,,,,,,,,,,417,,417.00
110,FREDERICKSBURG CITY PUBLIC SCHOOLS,40,JAMES MONROE HIGH,9,12,,,,,,,,,,,,,135,133,110,101,,479,,479.00
110,FREDERICKSBURG CITY PUBLIC SCHOOLS,272,LAFAYETTE UPPER ELEM,3,5,,,,,,,124,155,150,,,,,,,,,429,,429.00
110,FREDERICKSBURG CITY PUBLIC SCHOOLS,30,WALKER-GRANT CENTER,PK,PK,119,,,,,,,,,,,,,,,,,119,,119.00
110,FREDERICKSBURG CITY PUBLIC SCHOOLS,273,WALKER-GRANT MIDDLE,6,8,,,,,,,,,,106,151,126,,,,,,383,,383.00
111,GALAX CITY PUBLIC SCHOOLS,10,GALAX ELEM,KG,4,38,,68,,73,73,88,69,,,,,,,,,,409,,409.00
111,GALAX CITY PUBLIC SCHOOLS,31,GALAX HIGH,8,12,,,,,,,,,,,,59,47,63,47,36,,252,,252.00
111,GALAX CITY PUBLIC SCHOOLS,32,GALAX MIDDLE,5,7,,,,,,,,,59,54,57,,,,,,,170,,170.00
35,GILES CO PBLC SCHS,10,EASTERN COMBINED,PK,7,15,,23,,26,18,18,33,23,34,22,,,,,,,212,,212.00
35,GILES CO PBLC SCHS,461,GILES HIGH,8,12,,,,,,,,,,,,51,46,42,47,38,,224,,224.00
35,GILES CO PBLC SCHS,390,MACY MCCLAUGHERTY COMBINED,PK,7,33,,39,,41,43,31,26,25,27,29,,,,,,,294,,294.00
35,GILES CO PBLC SCHS,400,NARROWS ELEM/MID.,PK,7,<,,33,,28,35,34,29,17,30,29,,,,,,,242,,242.00
35,GILES CO PBLC SCHS,470,NARROWS HIGH,8,12,,,,,,,,,,,,27,32,40,26,23,,148,,148.00
36,GLOUCESTER CO PBLC SCHS,250,ABINGDON ELEM,PK,5,<,,<,,40,43,60,46,49,,,,,,,,,250,,250.00
36,GLOUCESTER CO PBLC SCHS,240,ACHILLES ELEM,PK,5,,,14,,20,32,28,36,28,,,,,,,,,158,,158.00
36,GLOUCESTER CO PBLC SCHS,381,BETHEL ELEM,PK,5,<,,15,,26,26,27,33,31,,,,,,,,,161,,161.00
36,GLOUCESTER CO PBLC SCHS,100,BOTETOURT ELEM,PK,5,<,,<,,32,29,39,41,39,,,,,,,,,189,,189.00
36,GLOUCESTER CO PBLC SCHS,260,GLOUCESTER HIGH,9,12,,,,,,,,,,,,,169,186,140,150,,645,,645.00
36,GLOUCESTER CO PBLC SCHS,802,PAGE MIDDLE,6,8,,,,,,,,,,77,84,99,,,,,,260,,260.00
36,GLOUCESTER CO PBLC SCHS,280,PEASLEY MIDDLE,6,8,,,,,,,,,,76,70,82,,,,,,228,,228.00
36,GLOUCESTER CO PBLC SCHS,270,PETSWORTH ELEM,PK,5,,,<,,18,29,28,17,26,,,,,,,,,127,,127.00
37,GOOCHLAND CO PBLC SCHS,120,BYRD ELEM,PK,5,<,,19,,21,16,17,24,32,,,,,,,,,136,,136.00
37,GOOCHLAND CO PBLC SCHS,360,GOOCHLAND ELEM,PK,5,15,,<,,<,10,12,13,<,,,,,,,,,76,,76.00
37,GOOCHLAND CO PBLC SCHS,220,GOOCHLAND HIGH,9,12,,,,,,,,,,,,,37,38,45,37,,157,,157.00
37,GOOCHLAND CO PBLC SCHS,340,GOOCHLAND MIDDLE,6,8,,,,,,,,,,42,56,52,,,,,,150,,150.00
37,GOOCHLAND CO PBLC SCHS,260,RANDOLPH ELEM,PK,5,<,,13,,15,20,21,21,17,,,,,,,,,115,,115.00
38,GRAYSON CO PBLC SCHS,440,BAYWOOD ELEM,PK,5,18,,13,,17,11,10,12,12,,,,,,,,,93,,93.00
38,GRAYSON CO PBLC SCHS,480,FAIRVIEW ELEM,KG,5,,,16,,11,11,<,16,12,,,,,,,,,74,,74.00
38,GRAYSON CO PBLC SCHS,911,FRIES SCHOOL,PK,7,13,,20,,24,25,21,20,20,18,18,,,,,,,179,,179.00
38,GRAYSON CO PBLC SCHS,421,GRAYSON COUNTY HIGH,9,12,,,,,,,,,,,,,82,75,71,61,,289,,289.00
38,GRAYSON CO PBLC SCHS,430,GRAYSON HIGHLANDS,PK,7,<,,<,,<,13,13,11,17,13,11,,,,,,,98,,98.00
38,GRAYSON CO PBLC SCHS,422,INDEPENDENCE ELEM,KG,5,<,,22,,21,22,24,21,28,,,,,,,,,140,,140.00
38,GRAYSON CO PBLC SCHS,11,INDEPENDENCE MIDDLE,6,8,,,,,,,,,,52,48,67,,,,,,167,,167.00
39,GREENE CO PBLC SCHS,20,NATHANAEL GREENE ELEM,3,5,,,,,,,64,87,65,,,,,,,,,216,,216.00
39,GREENE CO PBLC SCHS,10,NATHANAEL GREENE PRIMARY SCHOOL,PK,2,32,,70,,58,53,,,,,,,,,,,,213,,213.00
39,GREENE CO PBLC SCHS,30,RUCKERSVILLE ELEM,KG,5,<,,30,,36,43,51,34,35,,,,,,,,,229,,229.00
39,GREENE CO PBLC SCHS,72,WILLIAM MONROE HIGH,9,12,,,,,,,,,,,,,100,74,77,76,,327,,327.00
39,GREENE CO PBLC SCHS,71,WILLIAM MONROE MIDDLE,6,8,,,,,,,,,,105,98,106,,,,,,309,,309.00
40,GREENSVILLE CO PBLC SCHS,260,BELFIELD ELEM,5,5,,,,,,,,,137,,,,,,,,,137,,137.00
40,GREENSVILLE CO PBLC SCHS,190,EDWARD W WYATT MIDDLE,5,8,,,,,,,,,,105,109,127,,,,,,341,,341.00
40,GREENSVILLE CO PBLC SCHS,200,GREENSVILLE COUNTY HIGH,9,12,,,,,,,,,,,,,125,102,115,114,,456,,456.00
40,GREENSVILLE CO PBLC SCHS,50,GREENSVILLE ELEM,PK,5,<,,71,,122,102,127,159,,,,,,,,,,582,,582.00
41,HALIFAX CO PBLC SCHS,1560,CLAYS MILL ELEM,KG,5,33,,23,,21,21,21,19,16,,,,,,,,,154,,154.00
41,HALIFAX CO PBLC SCHS,1501,CLUSTER SPRINGS EARLY LEARNING CTR,PK,PK,41,,,,,,,,,,,,,,,,,41,,41.00
41,HALIFAX CO PBLC SCHS,20,CLUSTER SPRINGS ELEM,KG,5,,,47,,49,48,55,49,47,,,,,,,,,295,,295.00
41,HALIFAX CO PBLC SCHS,10,HALIFAX COUNTY HIGH,9,12,,,,,,,,,,,,,253,219,205,189,,866,,866.00
41,HALIFAX CO PBLC SCHS,1480,HALIFAX COUNTY MIDDLE,6,8,,,,,,,,,,247,240,222,,,,,,709,,709.00
41,HALIFAX CO PBLC SCHS,1550,MEADVILLE ELEM,KG,5,19,,26,,19,18,30,26,33,,,,,,,,,171,,171.00
41,HALIFAX CO PBLC SCHS,1510,SCOTTSBURG ELEM,KG,5,34,,43,,33,47,38,36,47,,,,,,,,,278,,278.00
41,HALIFAX CO PBLC SCHS,1521,SINAI ELEM,KG,5,19,,27,,34,32,45,40,42,,,,,,,,,239,,239.00
41,HALIFAX CO PBLC SCHS,30,SOUTH BOSTON ELEM,KG,5,,,107,,97,123,106,123,109,,,,,,,,,665,,665.00
41,HALIFAX CO PBLC SCHS,950,SOUTH BOSTON/HALIFAX EARLY LEARNING CTR,PK,PK,107,,,,,,,,,,,,,,,,,107,,107.00
41,HALIFAX CO PBLC SCHS,1490,SYDNOR JENNINGS ELEM,KG,5,25,,29,,25,31,32,41,32,,,,,,,,,215,,215.00
112,HAMPTON CITY PUBLIC SCHOOLS,500,A.W.E. BASSETTE ELEM,PK,5,<,,34,,45,51,44,34,43,,,,,,,,,252,,252.00
112,HAMPTON CITY PUBLIC SCHOOLS,160,ABERDEEN ELEM,PK,5,,,24,,34,49,40,32,42,,,,,,,,,221,,221.00
112,HAMPTON CITY PUBLIC SCHOOLS,260,ALFRED S. FORREST ELEM,KG,5,,,27,,42,43,62,51,45,,,,,,,,,270,,270.00
112,HAMPTON CITY PUBLIC SCHOOLS,120,ARMSTRONG ELEM,KG,5,,,<,,11,10,27,<,24,,,,,,,,,88,,88.00
112,HAMPTON CITY PUBLIC SCHOOLS,330,BARRON ELEM,PK,5,,,<,,19,28,30,25,37,,,,,,,,,144,,144.00
112,HAMPTON CITY PUBLIC SCHOOLS,350,BENJAMIN SYMS MIDDLE,6,8,,,,,,,,,,169,178,177,,,,,,524,<,525.00
112,HAMPTON CITY PUBLIC SCHOOLS,430,BETHEL HIGH,9,12,,,,,,,,,,,,,293,230,202,147,,872,,872.00
112,HAMPTON CITY PUBLIC SCHOOLS,470,BOOKER ELEM,KG,5,,,17,,39,27,37,36,38,,,,,,,,,194,,194.00
112,HAMPTON CITY PUBLIC SCHOOLS,450,C. ALTON LINDSAY MIDDLE,6,8,,,,,,,,,,147,145,118,,,,,,410,,410.00
112,HAMPTON CITY PUBLIC SCHOOLS,460,CAPTAIN JOHN SMITH ELEM,PK,5,,,18,,40,37,40,44,41,,,,,,,,,220,,220.00
112,HAMPTON CITY PUBLIC SCHOOLS,420,CHRISTOPHER C. KRAFT ELEM,KG,5,,,16,,35,46,39,56,46,,,,,,,,,238,,238.00
112,HAMPTON CITY PUBLIC SCHOOLS,30,FRANCIS ASBURY ELEM,KG,5,,,15,,27,25,35,31,30,,,,,,,,,163,,163.00
112,HAMPTON CITY PUBLIC SCHOOLS,70,FRANCIS W. JONES MAGNET MIDDLE,6,8,,,,,,,,,,97,102,84,,,,,,283,,283.00
112,HAMPTON CITY PUBLIC SCHOOLS,650,GEORGE P PHENIX ELEM,PK,8,<,,33,,44,57,51,65,75,55,65,56,,,,,,504,,504.00
112,HAMPTON CITY PUBLIC SCHOOLS,280,HAMPTON HIGH,9,12,,,,,,,,,,,,,317,239,201,157,,914,,914.00
112,HAMPTON CITY PUBLIC SCHOOLS,640,HUNTER B ANDREWS ,PK,8,<,,44,,52,58,63,65,79,73,61,63,,,,,,560,,560.00
112,HAMPTON CITY PUBLIC SCHOOLS,250,JANE H. BRYAN ELEM,PK,5,,,33,,25,45,44,46,46,,,,,,,,,239,,239.00
112,HAMPTON CITY PUBLIC SCHOOLS,300,JEFFERSON DAVIS MIDDLE,6,8,,,,,,,,,,105,138,144,,,,,,387,,387.00
112,HAMPTON CITY PUBLIC SCHOOLS,270,JOHN B. CARY ELEM,PK,5,<,,19,,28,34,33,32,31,,,,,,,,,178,,178.00
112,HAMPTON CITY PUBLIC SCHOOLS,440,JOHN TYLER ELEM,PK,5,,,40,,60,45,52,55,53,,,,,,,,,305,,305.00
112,HAMPTON CITY PUBLIC SCHOOLS,320,KECOUGHTAN HIGH,9,12,,,,,,,,,,,,,221,213,147,144,,725,,725.00
112,HAMPTON CITY PUBLIC SCHOOLS,490,LUTHER W. MACHEN ELEM,PK,5,,,28,,38,40,36,44,40,,,,,,,,,226,,226.00
112,HAMPTON CITY PUBLIC SCHOOLS,210,MOTON EARLY CHILDHOOD CENTER,PK,PK,<,,,,,,,,,,,,,,,,,<,,<
112,HAMPTON CITY PUBLIC SCHOOLS,410,PAUL BURBANK ELEM,KG,5,<,,24,,32,24,27,26,32,,,,,,,,,166,,166.00
112,HAMPTON CITY PUBLIC SCHOOLS,370,PHILLIPS ELEM,KG,5,,,14,,27,40,38,32,34,,,,,,,,,185,,185.00
112,HAMPTON CITY PUBLIC SCHOOLS,50,PHOEBUS HIGH,9,12,,,,,,,,,,,,,218,184,138,122,,662,<,663.00
112,HAMPTON CITY PUBLIC SCHOOLS,180,SAMUEL P. LANGLEY ELEM,KG,5,,,28,,42,48,40,29,38,,,,,,,,,225,,225.00
112,HAMPTON CITY PUBLIC SCHOOLS,380,THOMAS EATON MIDDLE,6,8,,,,,,,,,,117,110,97,,,,,,324,,324.00
112,HAMPTON CITY PUBLIC SCHOOLS,360,TUCKER-CAPPS ELEM,PK,5,<,,<,,17,17,21,21,22,,,,,,,,,107,,107.00
112,HAMPTON CITY PUBLIC SCHOOLS,80,WILLIAM MASON COOPER ELEM,PK,5,<,,19,,28,32,31,32,30,,,,,,,,,173,,173.00
42,HANOVER CO PBLC SCHS,62,ATLEE HIGH,9,12,,,,,,,,,,,,,40,33,32,21,,126,,126.00
42,HANOVER CO PBLC SCHS,360,BATTLEFIELD PARK ELEM,PK,5,<,,<,,<,15,13,12,10,,,,,,,,,67,,67.00
42,HANOVER CO PBLC SCHS,20,BEAVERDAM ELEM,PK,5,,,12,,16,15,<,16,20,,,,,,,,,88,,88.00
42,HANOVER CO PBLC SCHS,61,CHICKAHOMINY MIDDLE,6,8,,,,,,,,,,54,50,53,,,,,,157,,157.00
42,HANOVER CO PBLC SCHS,70,COLD HARBOR ELEM,PK,5,19,,23,,21,27,39,26,22,,,,,,,,,177,,177.00
42,HANOVER CO PBLC SCHS,551,COOL SPRING ELEM,PK,5,,,<,,11,<,<,<,10,,,,,,,,,48,,48.00
42,HANOVER CO PBLC SCHS,430,ELMONT ELEM,PK,5,15,,22,,21,16,37,31,33,,,,,,,,,175,,175.00
42,HANOVER CO PBLC SCHS,554,HANOVER HIGH,9,12,,,,,,,,,,,,,56,31,32,29,,148,,148.00
42,HANOVER CO PBLC SCHS,150,HENRY CLAY ELEM,PK,2,59,,53,,42,57,,,,,,,,,,,,211,,211.00
42,HANOVER CO PBLC SCHS,162,JOHN M. GANDY ELEM,3,5,,,,,,,58,52,56,,,,,,,,,166,,166.00
42,HANOVER CO PBLC SCHS,200,KERSEY CREEK ELEM,PK,5,,,11,,22,<,17,11,11,,,,,,,,,81,,81.00
42,HANOVER CO PBLC SCHS,210,LAUREL MEADOW ELEM,PK,5,<,,25,,31,24,18,22,28,,,,,,,,,157,,157.00
42,HANOVER CO PBLC SCHS,370,LEE DAVIS HIGH,9,12,,,,,,,,,,,,,97,64,54,48,,263,,263.00
42,HANOVER CO PBLC SCHS,450,LIBERTY MIDDLE,6,8,,,,,,,,,,143,121,118,,,,,,382,,382.00
42,HANOVER CO PBLC SCHS,420,MECHANICSVILLE ELEM,PK,5,52,,42,,58,47,45,54,42,,,,,,,,,340,,340.00
42,HANOVER CO PBLC SCHS,553,OAK KNOLL MIDDLE,6,8,,,,,,,,,,35,39,39,,,,,,113,,113.00
42,HANOVER CO PBLC SCHS,400,PATRICK HENRY HIGH,9,12,,,,,,,,,,,,,116,90,83,63,,352,,352.00
42,HANOVER CO PBLC SCHS,410,PEARSON'S CORNER ELEM,PK,5,<,,<,,<,<,<,<,10,,,,,,,,,39,,39.00
42,HANOVER CO PBLC SCHS,552,POLE GREEN ELEM,PK,5,<,,11,,10,10,15,19,16,,,,,,,,,88,,88.00
42,HANOVER CO PBLC SCHS,30,RURAL POINT ELEM,PK,5,<,,<,,<,17,<,12,14,,,,,,,,,70,,70.00
42,HANOVER CO PBLC SCHS,40,SOUTH ANNA ELEM,PK,5,<,,14,,18,23,23,24,24,,,,,,,,,130,,130.00
42,HANOVER CO PBLC SCHS,440,STONEWALL JACKSON MIDDLE,6,8,,,,,,,,,,98,86,88,,,,,,272,,272.00
42,HANOVER CO PBLC SCHS,290,WASHINGTON-HENRY ELEM,PK,5,,,<,,13,11,16,15,20,,,,,,,,,81,,81.00
